0;0;0;0;land;false;unknown;0
1;159;183;216;land;false;forest;1
2;178;71;253;land;false;forest;1
3;242;224;73;land;false;mountain;1
4;237;210;240;land;false;mountain;1
5;187;163;224;land;false;plains;1
6;63;235;231;land;false;urban;1
7;186;111;212;land;false;forest;1
8;251;117;211;land;false;plains;1
9;206;104;226;land;false;urban;1
10;43;247;219;land;true;forest;1
11;250;244;195;land;true;mountain;1
12;241;91;228;land;false;forest;1
13;200;208;223;land;true;plains;1
14;82;247;235;land;false;plains;1
15;73;224;216;land;false;hills;1
16;130;172;231;land;false;plains;1
17;194;235;218;land;true;forest;1
18;204;251;109;land;true;plains;1
19;116;221;174;land;true;forest;1
20;157;190;160;land;true;urban;1
21;194;210;159;land;false;urban;1
22;194;85;232;land;false;plains;1
23;251;224;225;land;true;forest;1
24;233;171;176;land;false;plains;1
25;173;145;202;land;false;plains;1
26;232;240;244;land;false;plains;1
27;216;186;234;land;false;plains;1
28;107;252;197;land;true;plains;1
29;236;172;112;land;false;plains;1
30;191;229;153;land;false;hills;1
31;248;235;169;land;false;plains;1
32;25;251;235;land;false;forest;1
33;191;231;234;land;false;jungle;1
34;185;241;147;land;false;plains;1
35;236;146;243;land;false;mountain;1
36;188;138;239;land;false;plains;1
37;234;201;172;land;false;hills;1
38;153;181;186;land;false;marsh;1
39;185;151;189;land;false;plains;1
40;174;156;171;land;false;hills;1
41;236;241;197;land;false;urban;1
42;131;233;145;land;false;forest;1
43;224;254;173;land;false;plains;1
44;223;193;159;land;true;forest;1
45;225;163;210;land;false;marsh;1
46;177;219;252;land;false;plains;1
47;192;202;196;land;true;jungle;1
48;180;246;245;land;false;mountain;1
49;142;192;206;land;true;mountain;1
50;237;31;236;land;false;hills;1
51;158;147;251;land;true;plains;1
52;162;110;243;land;false;plains;1
53;244;156;226;land;false;mountain;1
54;48;239;238;land;false;hills;1
55;195;254;154;land;false;mountain;1
56;190;249;143;land;false;plains;1
57;190;253;228;land;false;plains;1
58;209;245;85;land;false;plains;1
59;82;229;202;land;false;plains;1
60;216;136;161;land;true;jungle;1
61;153;120;239;land;false;urban;1
62;244;183;240;land;false;mountain;1
63;235;98;252;land;true;plains;1
64;75;235;210;land;false;urban;1
65;53;216;247;land;true;plains;1
66;252;209;207;land;true;plains;1
67;243;236;35;land;true;forest;1
68;215;163;190;land;false;mountain;1
69;152;242;157;land;false;plains;1
70;253;119;198;land;true;plains;1
71;41;227;236;land;true;marsh;1
72;205;193;234;land;false;plains;1
73;219;235;193;land;false;forest;1
74;187;210;187;land;false;mountain;1
75;236;211;181;land;false;plains;1
76;228;216;210;land;false;plains;1
77;249;166;197;land;false;jungle;1
78;223;208;230;land;false;mountain;1
79;209;212;131;land;false;plains;1
80;183;133;227;land;true;plains;1
81;238;170;253;land;false;plains;1
82;209;228;138;land;false;mountain;1
83;235;180;163;land;false;hills;1
84;200;145;180;land;false;forest;1
85;204;104;229;land;false;plains;1
86;175;208;197;land;false;plains;1
87;151;227;173;land;true;hills;1
88;164;178;193;land;false;urban;1
89;207;238;105;land;true;mountain;1
90;151;208;150;land;false;plains;1
91;221;64;253;land;true;hills;1
92;179;246;233;land;false;plains;1
93;198;123;180;land;true;plains;1
94;227;239;129;land;false;mountain;1
95;202;248;226;land;true;urban;1
96;232;106;221;land;true;mountain;1
97;50;252;243;land;false;jungle;1
98;92;253;187;land;false;plains;1
99;139;230;200;land;false;forest;1
100;231;204;216;land;false;forest;1
101;202;125;223;land;true;plains;1
102;249;246;210;land;true;hills;1
103;179;98;226;land;false;mountain;1
104;245;167;111;land;false;forest;1
105;142;206;173;land;false;plains;1
106;250;76;206;land;false;plains;1
107;205;228;226;land;true;mountain;1
108;51;233;251;land;false;plains;1
109;156;215;169;land;false;plains;1
110;212;202;127;land;false;urban;1
111;215;239;222;land;false;plains;1
112;242;207;205;land;false;plains;1
113;41;224;236;land;false;plains;1
114;227;232;165;land;false;plains;1
115;195;142;254;land;true;forest;1
116;254;151;207;land;false;jungle;1
117;220;238;196;land;false;plains;1
118;181;133;225;land;false;plains;1
119;195;160;203;land;true;hills;1
120;202;100;210;land;true;plains;1
121;41;244;245;land;false;hills;1
122;227;184;200;land;false;forest;1
123;225;250;140;land;false;plains;1
124;159;216;170;land;true;plains;1
125;198;97;233;land;false;mountain;1
126;236;107;161;land;false;plains;1
127;120;169;240;land;false;plains;1
128;237;177;171;land;true;mountain;1
129;189;250;145;land;false;urban;1
130;85;238;237;land;false;plains;1
131;250;185;73;land;false;forest;1
132;237;121;222;land;false;plains;1
133;152;175;189;land;false;plains;1
134;163;105;233;land;false;plains;1
135;165;219;211;land;false;plains;1
136;93;236;225;land;false;plains;1
137;208;230;182;land;false;plains;1
138;93;211;231;land;false;urban;1
139;193;102;252;land;false;plains;1
140;191;190;146;land;true;plains;1
141;248;254;34;land;true;hills;1
142;251;174;187;land;false;plains;1
143;249;226;156;land;false;forest;1
144;106;238;234;land;false;plains;1
145;207;133;167;land;false;plains;1
146;66;230;233;land;false;plains;1
147;228;181;231;land;false;plains;1
148;161;251;135;land;false;urban;1
149;168;213;123;land;false;plains;1
150;213;107;225;land;false;plains;1
151;243;248;134;land;false;forest;1
152;185;212;108;land;false;mountain;1
153;43;237;245;land;false;hills;1
154;97;168;254;land;false;forest;1
155;241;228;145;land;false;forest;1
156;245;168;246;land;false;plains;1
157;170;242;226;land;false;plains;1
158;118;239;213;land;false;mountain;1
159;238;239;208;land;false;mountain;1
160;94;237;177;land;false;urban;1
161;175;177;186;land;true;mountain;1
162;191;242;83;land;false;plains;1
163;172;213;193;land;false;plains;1
164;116;253;139;land;true;plains;1
165;206;77;228;land;false;plains;1
166;85;248;200;land;false;plains;1
167;234;104;243;land;false;jungle;1
168;58;244;217;land;true;forest;1
169;213;151;170;land;false;plains;1
170;218;224;207;land;false;urban;1
171;142;157;230;land;false;urban;1
172;88;198;222;land;false;plains;1
173;180;253;215;land;false;plains;1
174;210;162;243;land;true;plains;1
175;237;175;137;land;false;plains;1
176;175;213;172;land;false;plains;1
177;225;182;207;land;true;plains;1
178;164;175;214;land;true;mountain;1
179;226;188;177;land;false;plains;1
180;192;151;226;land;false;plains;1
181;172;199;171;land;false;urban;1
182;244;249;190;land;true;mountain;1
183;222;192;224;land;false;forest;1
184;236;233;55;land;true;mountain;1
185;248;138;220;land;true;plains;1
186;250;28;225;land;false;urban;1
187;112;205;187;land;false;plains;1
188;217;227;95;land;true;plains;1
189;194;184;128;land;false;plains;1
190;233;103;183;land;true;plains;1
191;76;232;244;land;true;plains;1
192;145;207;203;land;false;plains;1
193;143;180;221;land;false;plains;1
194;211;244;72;land;false;hills;1
195;116;192;210;land;false;plains;1
196;95;251;160;land;false;plains;1
197;222;233;96;land;false;hills;1
198;229;245;231;land;false;plains;1
199;211;102;218;land;false;mountain;1
200;179;180;170;land;false;plains;1
201;242;240;130;land;false;mountain;1
202;225;254;176;land;true;plains;1
203;248;140;200;land;false;plains;1
204;220;177;126;land;true;plains;1
205;221;175;222;land;false;mountain;1
206;90;219;192;land;true;mountain;1
207;203;175;180;land;false;hills;1
208;192;208;166;land;false;plains;1
209;149;226;162;land;false;mountain;1
210;117;232;217;land;false;plains;1
211;210;189;183;land;false;plains;1
212;224;175;204;land;true;plains;1
213;192;225;196;land;false;plains;1
214;194;61;250;land;false;mountain;1
215;76;229;232;land;false;forest;1
216;203;161;247;land;false;plains;1
217;108;142;251;land;false;urban;1
218;242;107;184;land;true;hills;1
219;192;224;147;land;false;plains;1
220;231;236;191;land;false;plains;1
221;33;242;229;land;false;forest;1
222;199;243;252;land;false;mountain;1
223;35;221;252;land;false;plains;1
224;236;213;104;land;false;forest;1
225;144;249;201;land;false;forest;1
226;247;182;119;land;false;hills;1
227;189;170;201;land;false;mountain;1
228;161;216;167;land;false;forest;1
229;250;241;16;land;false;mountain;1
230;239;110;154;land;false;plains;1
231;213;199;112;land;false;forest;1
232;196;200;114;land;false;forest;1
233;241;159;104;land;false;hills;1
234;103;246;168;land;false;forest;1
235;244;228;53;land;false;mountain;1
236;194;244;91;land;false;plains;1
237;245;187;133;land;false;urban;1
238;169;251;247;land;false;plains;1
239;172;132;246;land;false;plains;1
240;189;253;63;land;false;hills;1
241;223;78;231;land;false;forest;1
